3905,243,5913,4100,C:/Users/Admin/AppData/Local/Programs/Python/Python36/Lib/site-packages/example/example.pdfpage_1.jpg
757,334,2805,4058,C:/Users/Admin/AppData/Local/Programs/Python/Python36/Lib/site-packages/example/example.pdfpage_1.jpg
990,159,2010,4116,C:/Users/Admin/AppData/Local/Programs/Python/Python36/Lib/site-packages/example/example.pdfpage_1.jpg
2126,203,3047,4209,C:/Users/Admin/AppData/Local/Programs/Python/Python36/Lib/site-packages/example/example.pdfpage_1.jpg
3550,212,4612,4103,C:/Users/Admin/AppData/Local/Programs/Python/Python36/Lib/site-packages/example/example.pdfpage_2.jpg
540,194,3647,4195,C:/Users/Admin/AppData/Local/Programs/Python/Python36/Lib/site-packages/example/example.pdfpage_2.jpg
